,X,text,results
109,,establish maintain and coordinate the implementation of accounting and accounting control procedures implement and monitor accounting and related system reports for accuracy and completeness prepare and review budget revenue expense payroll entries invoices and other accounting documents ensure accurate and appropriate recording and analysis of revenues and expenses prepare journal entries maintain and reconcile ledger accounts provide record of assets liabilities and other financial transactions perform accounts payable and payroll related duties maintain receipts and disbursement reports prepare state and tax returns ensure accurate and timely monthly quarterly and year end close work on problems of limited scope and follow standard practices and procedures in analyzing situations or data from which answers can be readily obtained assist the chief financial officer with annual budget and financial forecasts stay informed regarding trends and new developments in accounting practices and related laws,"[{'skill_id': 'KS7G2F36GFX1K55V6GK4', 'doc_node_id': [3], 'doc_node_value': 'coordinate', 'type': 'lowSurf', 'score': 0.7177117466926575, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [7], 'doc_node_value': 'accounting', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [9], 'doc_node_value': 'accounting', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [15], 'doc_node_value': 'accounting', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [27], 'doc_node_value': 'budget', 'type': 'lowSurf', 'score': 0.5876256227493286, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [35], 'doc_node_value': 'accounting', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS125KL5Z50L4J0MJ95R', 'doc_node_id': [49], 'doc_node_value': 'journal', 'type': 'lowSurf', 'score': 0.805177628993988, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [55], 'doc_node_value': 'accounts', 'type': 'lowSurf', 'score': 0.5855268239974976, 'len': 1}, {'skill_id': 'KS120PK64X26NMF2YK67', 'doc_node_id': [59, 60], 'doc_node_value': 'assets liabilities', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS441H776RDS5PTJJ1T2', 'doc_node_id': [63, 64], 'doc_node_value': 'financial transactions', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS1220D6ZWK1TDFJZZ5K', 'doc_node_id': [91, 92], 'doc_node_value': 'close work', 'type': 'oneToken', 'score': 0.6333333333333333, 'len': 2}, {'skill_id': 'KS120406FZSMTZF4M5SH', 'doc_node_id': [100, 101], 'doc_node_value': 'standard practices', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS120HK5XY6JV257QLTX', 'doc_node_id': [123], 'doc_node_value': 'budget', 'type': 'lowSurf', 'score': 0.5876256227493286, 'len': 1}, {'skill_id': 'KS1217J65JY9FWFKQR0C', 'doc_node_id': [125, 126], 'doc_node_value': 'financial forecasts', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1270N6Z7WJQ5KVN0GG', 'doc_node_id': [132, 133], 'doc_node_value': 'new developments', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS120406FZSMTZF4M5SH', 'doc_node_id': [135, 136], 'doc_node_value': 'accounting practices', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}]"
110,,isp network organization current management network development and establishment of new services technical support for the customers other technical issues,"[{'skill_id': 'KS120LB6XV5409BCQ0NF', 'doc_node_value': 'technical support', 'score': 1, 'doc_node_id': [12, 13]}]"
111,,isp network organization current management network development and establishment of new services technical support for the customers other technical issues,"[{'skill_id': 'KS4419361MQ296R7DWTZ', 'doc_node_id': [4, 5], 'doc_node_value': 'management network', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS4419361MQ296R7DWTZ', 'doc_node_id': [4, 5], 'doc_node_value': 'management network', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KSDNGT6UL10O6QTV4BV8', 'doc_node_id': [5, 6], 'doc_node_value': 'network development', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS4418M78BCL9MTRBW0W', 'doc_node_id': [11, 12], 'doc_node_value': 'services technical', 'type': 'lowSurf', 'score': 2, 'len': 2}]"
112,,create manage and update project related documentation participate in all stages of the software development lifecycle schedule conduct and document project review meetings meet established project deadlines manage project on a daytoday basis keep project on track ensure team awareness on the project goals and needs contribute to improvement of development processes communicate effectively with the external project managers and local management,"[{'skill_id': 'KS120L96KMYTDJ48NRSH', 'doc_node_value': 'software development', 'score': 1, 'doc_node_id': [13, 14]}, {'skill_id': 'KS125Y877R3ZYRDMSLFC', 'doc_node_value': 'local management', 'score': 1, 'doc_node_id': [60, 61]}]"
113,,create manage and update project related documentation participate in all stages of the software development lifecycle schedule conduct and document project review meetings meet established project deadlines manage project on a daytoday basis keep project on track ensure team awareness on the project goals and needs contribute to improvement of development processes communicate effectively with the external project managers and local management,"[{'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [1], 'doc_node_value': 'manage', 'type': 'lowSurf', 'score': 0.6341733336448669, 'len': 1}, {'skill_id': 'KS680KR72KH02C5GM5TY', 'doc_node_id': [16], 'doc_node_value': 'schedule', 'type': 'lowSurf', 'score': 0.7029056549072266, 'len': 1}, {'skill_id': 'ES2884E132F1A422AC8F', 'doc_node_id': [19, 20], 'doc_node_value': 'document project', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS1267F6MSPN366LX7ST', 'doc_node_id': [27, 28], 'doc_node_value': 'manage project', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS441GF6KQ6M65WY8DJ3', 'doc_node_id': [36], 'doc_node_value': 'track', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS127J077N6893PNW9V5', 'doc_node_id': [50, 51], 'doc_node_value': 'development processes', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS1225661P7FRW5WMJLT', 'doc_node_id': [51, 52], 'doc_node_value': 'processes communicate', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS1225661P7FRW5WMJLT', 'doc_node_id': [51, 52], 'doc_node_value': 'processes communicate', 'type': 'oneToken', 'score': 0.6, 'len': 2}, {'skill_id': 'KS1283B6QCL2YCSJM44H', 'doc_node_id': [57, 58], 'doc_node_value': 'project managers', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}, {'skill_id': 'KS123S56KLSN9Q27F1NQ', 'doc_node_id': [56, 58], 'doc_node_value': 'external managers', 'type': 'oneToken', 'score': 0.6, 'len': 2}]"
114,,expand existing relationships by proactively researching customer needs and matching the companys products and services to those needs interview applicants gather analyze and reconcile complete accurate credit and financial data under the guidelines of differential analysis determine credit risk and make timely and accurate decisions establish and renegotiate credit terms when necessary inspect collateral as needed or applicable communicate credit decision to loan applicants service loans in portfolio to retain high loan level quality review progress of loans on a periodic basis be in permanent contact with customers to evaluate management inspect collateral and detect signs of potential financial problems monitor delinquent reports and counsels with customers to bring accounts current provide guidance to customers seeking solutions to financial problems provide information to existing and potential borrowers as to available financially related services and properly handle financial service accounts,"[{'skill_id': 'KS123Y76D7JBC3TT7S7W', 'doc_node_value': 'financial datum', 'score': 1, 'doc_node_id': [28, 29]}, {'skill_id': 'ES1E6EFF7F7429763B50', 'doc_node_value': 'credit risk', 'score': 1, 'doc_node_id': [37, 38]}, {'skill_id': 'KS123Y170CZM0V5Z3XXB', 'doc_node_value': 'financial service', 'score': 1, 'doc_node_id': [136, 137]}, {'skill_id': 'KS0UHNE4TX1ZHNLHCRQZ', 'doc_node_value': 'service account', 'score': 1, 'doc_node_id': [137, 138]}]"
115,,expand existing relationships by proactively researching customer needs and matching the companys products and services to those needs interview applicants gather analyze and reconcile complete accurate credit and financial data under the guidelines of differential analysis determine credit risk and make timely and accurate decisions establish and renegotiate credit terms when necessary inspect collateral as needed or applicable communicate credit decision to loan applicants service loans in portfolio to retain high loan level quality review progress of loans on a periodic basis be in permanent contact with customers to evaluate management inspect collateral and detect signs of potential financial problems monitor delinquent reports and counsels with customers to bring accounts current provide guidance to customers seeking solutions to financial problems provide information to existing and potential borrowers as to available financially related services and properly handle financial service accounts,"[{'skill_id': 'KS1203C6N9B52QGB4H67', 'doc_node_id': [5], 'doc_node_value': 'researching', 'type': 'lowSurf', 'score': 0.5824201703071594, 'len': 1}, {'skill_id': 'KS7G8736RPC57X37H7R6', 'doc_node_id': [34], 'doc_node_value': 'differential', 'type': 'lowSurf', 'score': 0.6544196605682373, 'len': 1}, {'skill_id': 'KS122556LMQ829GZCCRV', 'doc_node_id': [58], 'doc_node_value': 'communicate', 'type': 'lowSurf', 'score': 0.6034268140792847, 'len': 1}, {'skill_id': 'KS125Y462DTP41N0WP4M', 'doc_node_id': [62], 'doc_node_value': 'loan', 'type': 'lowSurf', 'score': 0.920791745185852, 'len': 1}, {'skill_id': 'KS120L969LSXG0WKH1TT', 'doc_node_id': [63, 64], 'doc_node_value': 'applicants service', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS125Y662X8HV2532JTR', 'doc_node_id': [64, 65], 'doc_node_value': 'service loans', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS125Y662X8HV2532JTR', 'doc_node_id': [64, 65], 'doc_node_value': 'service loans', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS125Y462DTP41N0WP4M', 'doc_node_id': [71], 'doc_node_value': 'loan', 'type': 'lowSurf', 'score': 0.920791745185852, 'len': 1}, {'skill_id': 'KS125Y462DTP41N0WP4M', 'doc_node_id': [77], 'doc_node_value': 'loans', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [90], 'doc_node_value': 'management', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS1203W702ND09XHKJR5', 'doc_node_id': [109], 'doc_node_value': 'accounts', 'type': 'lowSurf', 'score': 0.5855268239974976, 'len': 1}]"
116,,handle cash operations including cash withdrawal cash payments and office petty cash check staff timesheets and verify information for monthly payrolls maintain invoices and other financial documentation related to administrative functions of the project accountingbookkeeping using quickbooks accounting software accounts payable generate expense reports and prepare vendor invoices accounts receivable process payroll codingentering timesheets transmitting reconciliation benefits maintain petty cash and making deposits provide daily cash activity reports request for wire transfers from headquarters in the us understand the general ledger,"[{'skill_id': 'KS127QW6X4K7H7XN5Y81', 'doc_node_value': 'petty cash', 'score': 1, 'doc_node_id': [10, 11]}, {'skill_id': 'KS120436N14BN10FM7W8', 'doc_node_value': 'accounting software', 'score': 1, 'doc_node_id': [37, 38]}, {'skill_id': 'KS1203V5WXB7NG26XSR8', 'doc_node_value': 'account payable', 'score': 1, 'doc_node_id': [39, 40]}, {'skill_id': 'ES92BBFCE941D849C9A4', 'doc_node_value': 'expense report', 'score': 1, 'doc_node_id': [42, 43]}, {'skill_id': 'KS1203W6419RJG2KW4QS', 'doc_node_value': 'account receivable', 'score': 1, 'doc_node_id': [48, 49]}, {'skill_id': 'KS127QW6X4K7H7XN5Y81', 'doc_node_value': 'petty cash', 'score': 1, 'doc_node_id': [58, 59]}, {'skill_id': 'KS4423Y78G42510HYSPG', 'doc_node_value': 'wire transfer', 'score': 1, 'doc_node_id': [70, 71]}, {'skill_id': 'KS1248L77TSY3J2V2XC1', 'doc_node_value': 'general ledger', 'score': 1, 'doc_node_id': [79, 80]}]"
117,,handle cash operations including cash withdrawal cash payments and office petty cash check staff timesheets and verify information for monthly payrolls maintain invoices and other financial documentation related to administrative functions of the project accountingbookkeeping using quickbooks accounting software accounts payable generate expense reports and prepare vendor invoices accounts receivable process payroll codingentering timesheets transmitting reconciliation benefits maintain petty cash and making deposits provide daily cash activity reports request for wire transfers from headquarters in the us understand the general ledger,"[{'skill_id': 'ES17006014D09C0CB92C', 'doc_node_id': [0, 1], 'doc_node_value': 'handle cash', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS127D361PF0FTXDZ7C4', 'doc_node_id': [2], 'doc_node_value': 'operations', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS128B16WQ7F1T5KVPGS', 'doc_node_id': [36], 'doc_node_value': 'quickbooks', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'ES44C38C0A5850449C4A', 'doc_node_id': [50, 51], 'doc_node_value': 'process payroll', 'type': 'lowSurf', 'score': 2, 'len': 2}, {'skill_id': 'KS120W86MGP2XXV2NDCC', 'doc_node_id': [55], 'doc_node_value': 'reconciliation', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS4413J6F38BZNJH75Q9', 'doc_node_id': [66, 67], 'doc_node_value': 'activity reports', 'type': 'oneToken', 'score': 0.5666666666666668, 'len': 2}]"
118,,develop and follow up companys pr planning organize pr and promotion campaigns assist in administrative issues with the preparation of printed and other visual materials in the frames of the companys promotional activities handle with editing and translation of the texts necessary for various pr and promotion campaigns website and other pages printed materials of the company follow up with the changes and updates in the official web site prepare necessary translations edit if necessary update information and conduct constant dissemination activities related to the blogs and other electronic promotional materials perform additional duties and responsibilities assigned by the management,[]
119,,develop and follow up companys pr planning organize pr and promotion campaigns assist in administrative issues with the preparation of printed and other visual materials in the frames of the companys promotional activities handle with editing and translation of the texts necessary for various pr and promotion campaigns website and other pages printed materials of the company follow up with the changes and updates in the official web site prepare necessary translations edit if necessary update information and conduct constant dissemination activities related to the blogs and other electronic promotional materials perform additional duties and responsibilities assigned by the management,"[{'skill_id': 'ESEB1D4619E6E83A061D', 'doc_node_id': [6], 'doc_node_value': 'planning', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS1282T6STD9RJZ677XL', 'doc_node_id': [23], 'doc_node_value': 'visual', 'type': 'lowSurf', 'score': 0.5618613362312317, 'len': 1}, {'skill_id': 'KS120PP6GL94HJDMN0TQ', 'doc_node_id': [35], 'doc_node_value': 'editing', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS441HT671WH1P3LZFBC', 'doc_node_id': [37], 'doc_node_value': 'translation', 'type': 'lowSurf', 'score': 0.8569570183753967, 'len': 1}, {'skill_id': 'KS441HT671WH1P3LZFBC', 'doc_node_id': [71], 'doc_node_value': 'translations', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KS120PP6GL94HJDMN0TQ', 'doc_node_id': [72], 'doc_node_value': 'edit', 'type': 'lowSurf', 'score': 0.6174197793006897, 'len': 1}, {'skill_id': 'KS1231P6NX5WNJK7MN6M', 'doc_node_id': [80], 'doc_node_value': 'dissemination', 'type': 'fullUni', 'score': 1, 'len': 1}, {'skill_id': 'KSVJXALDJ7E7I9CJZUJB', 'doc_node_id': [85], 'doc_node_value': 'blogs', 'type': 'lowSurf', 'score': 1.0, 'len': 1}, {'skill_id': 'KS123FS6SM7YBY0BS2T7', 'doc_node_id': [88], 'doc_node_value': 'electronic', 'type': 'lowSurf', 'score': 0.63031005859375, 'len': 1}, {'skill_id': 'KS1218W78FGVPVP2KXPX', 'doc_node_id': [99], 'doc_node_value': 'management', 'type': 'lowSurf', 'score': 1.0, 'len': 1}]"
120,,develop sales action plans to ensure sales and profitability targets are achieved initiate plan and promote special equipment sales events and contribute to the dealerships annual marketing plan monitor customer activity and amend discount if necessary maintain stock levels purchase and adjust stock levels within agreed budget maximise customer satisfaction at all times and ensure absolute clarity in all customer transactions implement a performance management system and train and develop sale s team to support improvements in job performance develop and maintain effective communication with work colleagues manufacturers suppliers and major customers ensure the sales team has full knowledge and understanding of product promotional and marketing activities communicate clearly regularly and promptly with the customer dealer principal sales team and work colleagues administer the warranty policy in the best interests of customer dealership and manufacturer process all warranty claims and ensure they are submitted within a set period of time so that no monies are lost by the company be informed about current tender competitions prepare intime tender proposals etc,"[{'skill_id': 'KS122LN6CLX3P61KWSP2', 'doc_node_value': 'customer satisfaction', 'score': 1, 'doc_node_id': [48, 49]}, {'skill_id': 'KS123HX6YG0PPBXV3922', 'doc_node_value': 'performance management', 'score': 1, 'doc_node_id': [63, 64]}, {'skill_id': 'KS1264669X43NJFLT6SN', 'doc_node_value': 'management system', 'score': 1, 'doc_node_id': [64, 65]}]"
